X,Y,id,x,y,z,dip_dir,dip_ang,descript
-1473.582783341223603,-288596.119073111796752,2,-1473.582783341223603,-288596.119073111796752,-3816.688791579518693,294.124549416161244,4.251100985300923,thin_bright
-1472.200553132823643,-288594.583261769090313,2,-1472.200553132823643,-288594.583261769090313,-3816.513902227427025,294.124549416161244,4.251100985300923,thin_bright
-1471.66301916289035,-288593.968937232042663,2,-1471.663019162890350,-288593.968937232042663,-3816.426120720904237,294.124549416161244,4.251100985300923,thin_bright
-1470.587951223023765,-288592.586707023670897,2,-1470.587951223023765,-288592.586707023670897,-3816.269277383820736,294.124549416161244,4.251100985300923,thin_bright
-1469.512883283156953,-288591.281267382379156,2,-1469.512883283156953,-288591.281267382379156,-3816.203133516628895,294.124549416161244,4.251100985300923,thin_bright
-1467.669909671957157,-288589.131131502625067,2,-1467.669909671957157,-288589.131131502625067,-3816.117969711704518,294.124549416161244,4.251100985300923,thin_bright
-1465.442983225090529,-288585.905927683052141,2,-1465.442983225090529,-288585.905927683052141,-3816.039824723687616,294.124549416161244,4.251100985300923,thin_bright
-1464.751868120890549,-288584.6004880417604,2,-1464.751868120890549,-288584.600488041760400,-3816.081310570389178,294.124549416161244,4.251100985300923,thin_bright
-1432.730201626291091,-288541.828142148384359,2,-1432.730201626291091,-288541.828142148384359,-3815.242594262306739,294.124549416161244,4.251100985300923,thin_bright
-1430.503275179424463,-288538.142194925982039,2,-1430.503275179424463,-288538.142194925982039,-3815.606952239275870,294.124549416161244,4.251100985300923,thin_bright
-1428.50672043395798,-288535.147362807765603,2,-1428.506720433957980,-288535.147362807765603,-3815.365480429255058,294.124549416161244,4.251100985300923,thin_bright
-1427.12449022555802,-288533.227598629426211,2,-1427.124490225558020,-288533.227598629426211,-3815.264844951115720,294.124549416161244,4.251100985300923,thin_bright
-1424.3600298087581,-288531.154253316810355,2,-1424.360029808758100,-288531.154253316810355,-3814.913632787624010,294.124549416161244,4.251100985300923,thin_bright
-1422.440265630424847,-288529.004117437114473,2,-1422.440265630424847,-288529.004117437114473,-3815.169473318835117,294.124549416161244,4.251100985300923,thin_bright
-1420.981244854891429,-288527.314724960189778,2,-1420.981244854891429,-288527.314724960189778,-3815.462236406517604,294.124549416161244,4.251100985300923,thin_bright
-1418.523946706624884,-288524.780636244744528,2,-1418.523946706624884,-288524.780636244744528,-3815.244837746605299,294.124549416161244,4.251100985300923,thin_bright
-1416.220229692625026,-288522.707290932186879,2,-1416.220229692625026,-288522.707290932186879,-3815.120852532013487,294.124549416161244,4.251100985300923,thin_bright
-1414.761208917091835,-288520.710736186709255,2,-1414.761208917091835,-288520.710736186709255,-3815.347941341344267,294.124549416161244,4.251100985300923,thin_bright
-1413.455769275825105,-288519.405296545417514,2,-1413.455769275825105,-288519.405296545417514,-3815.372697358834557,294.124549416161244,4.251100985300923,thin_bright
-1412.073539067425145,-288517.639113501354586,2,-1412.073539067425145,-288517.639113501354586,-3815.623230510815119,294.124549416161244,4.251100985300923,thin_bright
-1410.844889993291872,-288516.410464427259285,2,-1410.844889993291872,-288516.410464427259285,-3815.582308566087704,294.124549416161244,4.251100985300923,thin_bright
-1409.539450352025369,-288514.721071950276382,2,-1409.539450352025369,-288514.721071950276382,-3815.399359721495784,294.124549416161244,4.251100985300923,thin_bright
-1405.623131428225406,-288510.651171892182902,2,-1405.623131428225406,-288510.651171892182902,-3815.089483667987679,294.124549416161244,4.251100985300923,thin_bright
-1404.624854055492051,-288509.345732250949368,2,-1404.624854055492051,-288509.345732250949368,-3815.058785217120203,294.124549416161244,4.251100985300923,thin_bright
-1402.705089877158798,-288506.965224669780582,2,-1402.705089877158798,-288506.965224669780582,-3815.198249701069471,294.124549416161244,4.251100985300923,thin_bright
-1401.09248796735892,-288504.584717088670004,2,-1401.092487967358920,-288504.584717088670004,-3815.507274353592038,294.124549416161244,4.251100985300923,thin_bright
-1399.479886057559042,-288503.125696313160006,2,-1399.479886057559042,-288503.125696313160006,-3815.385622943675116,294.124549416161244,4.251100985300923,thin_bright
-1398.40481811769223,-288502.434581208915915,2,-1398.404818117692230,-288502.434581208915915,-3815.157977305093027,294.124549416161244,4.251100985300923,thin_bright
